S.No.,Class,Subcategory_id,URL,Focus Word,Examples,Members
177,86,correlate-86.1,https://verbs.colorado.edu/verb-index/vn/correlate-86.1.php,alternates,['He alternates with keeping them.'],"['alternate', 'co-occur', 'coincide', 'correlate', 'flip-flop']"
178,86,relate-86.2-1,https://verbs.colorado.edu/verb-index/vn/relate-86.2.php,concerns,['This concerns both of us.'],"['bear_on', 'concern', 'involve', 'touch', 'touch_on']"
179,86,relate-86.2-2,https://verbs.colorado.edu/verb-index/vn/relate-86.2.php,pertains,['This pertains to both of us.'],"['pertain', 'refer', 'relate']"
180,87,comprehend-87.2,https://verbs.colorado.edu/verb-index/vn/comprehend-87.2.php,understand,['I understand the problem.'],"['misapprehend', 'misconstrue', 'misinterpret', 'misunderstand']"
181,87,comprehend-87.2-1,https://verbs.colorado.edu/verb-index/vn/comprehend-87.2.php,understand,['I understand him to be a good doctor.'],"['apprehend', 'comprehend', 'fathom', 'follow', 'grasp', 'understand']"
182,88,care-88.1,https://verbs.colorado.edu/verb-index/vn/care-88.1.php,care,"[""He doesn't care that she comes.""]",['mind']
183,89,settle-89,https://verbs.colorado.edu/verb-index/vn/settle-89.php,settled,[ 'I settled with them on a novel proposal.'],"['bargain', 'cohere', 'concur', 'consent', 'contract', 'covenant', 'harmonize', 'jibe', 'resolve', 'settle', 'square']"
184,90,exceed-90,https://verbs.colorado.edu/verb-index/vn/exceed-90.php,exceeds,['Her performance exceeds our expectations.'],"['overcome', 'overleap', 'transcend']"
185,90,exceed-90-1,https://verbs.colorado.edu/verb-index/vn/exceed-90.php,exceeeded,['She exceeded him in speed by two miles per hour.'],"['better', 'exceed', 'lap', 'outbid', 'outdo', 'outmatch', 'outnumber', 'outrace', 'outshine', 'outsmart', 'outstrip', 'outweigh', 'outwit', 'overreach', 'overstep', 'surpass', 'top']"
186,91,matter-91,https://verbs.colorado.edu/verb-index/vn/matter-91.php,matters,['It matters to me that they were wrong.'],"['count', 'matter']"
187,93,adopt-93,https://verbs.colorado.edu/verb-index/vn/adopt-93.php,assume,"['Soon, the new President will assume office.']","['adopt', 'assume', 'take_on', 'take_over']"
188,94,risk-94,https://verbs.colorado.edu/verb-index/vn/risk-94.php,risk,['I cannot risk my job.'],"['bet', 'gamble', 'punt', 'venture', 'wager']"
189,97,base-97.1,https://verbs.colorado.edu/verb-index/vn/base-97.1.php,based,['We based our plans on his information.'],"['base', 'build', 'construe', 'establish', 'found', 'ground']"
190,97,deduce-97.2,https://verbs.colorado.edu/verb-index/vn/deduce-97.2.php,deducted,['He deduced the truth from the facts.'],"['conceive', 'conclude', 'deduce', 'deduct', 'derive', 'disprove', 'gather', 'infer', 'prove', 'rationalize', 'reason', 'reason_out']"
191,98,confront-98,https://verbs.colorado.edu/verb-index/vn/confront-98.php,confronted,['John confronted the disaster.'],"['approach', 'brave', 'breast', 'combat', 'confront', 'counter', 'face', 'go_about', 'handle', 'head_on', 'intercept', 'pre-empt', 'rival', 'set_about', 'tackle', 'take_on', 'target', 'undertake']"
192,99,ensure-99,https://verbs.colorado.edu/verb-index/vn/ensure-99.php,ensured,['Our exertions ensured us a good outcome.'],"['ascertain', 'assure', 'ensure', 'guarantee', 'insure', 'reinsure', 'secure']"
193,103,require-103,https://verbs.colorado.edu/verb-index/vn/require-103.php,requires,['Success requires hard work from us.'],"['demand', 'involve', 'necessitate', 'need', 'require', 'take']"
194,104,spend_time-104,https://verbs.colorado.edu/verb-index/vn/spend_time-104.php,misspent,['I misspent 5 hours.'],"['misspend', 'pass', 'serve']"
195,105,use-105,https://verbs.colorado.edu/verb-index/vn/use-105.php,used,['I used the cupboard to store food.'],"['apply', 'employ', 'exert', 'exploit', 'reuse', 'use', 'utilize']"
196,107,involve-107,https://verbs.colorado.edu/verb-index/vn/involve-107.php,thoughlessly,['They thoughtlessly involved me.'],"['engage', 'enroll', 'include', 'involve', 'relate']"
197,108,multiply-108,https://verbs.colorado.edu/verb-index/vn/multiply-108.php,summed,['I summed the numbers.'],"['add', 'count', 'sum', 'tally']"
198,109,become-109.1,https://verbs.colorado.edu/verb-index/vn/become-109.1.php,came,['The belt came undone'],"['come', 'come_out', 'fall', 'get', 'go', 'grow', 'turn', 'turn_up']"
199,109,become-109.1-1,https://verbs.colorado.edu/verb-index/vn/become-109.1.php,became,['He became a banker.'],"['become', 'end_up', 'leave']"
200,109,become-109.1-1-1,https://verbs.colorado.edu/verb-index/vn/become-109.1.php,seems,['The matter seems in dispute.'],"['end_up', 'leave']"
